MOUNT BAW BAW,,,,,"SNOW DEPTHS - NATURAL FROM 1993, SNOW-MAKING FROM 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Daily data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Day,,10 Year Average Snow Making Depth,10 Year Average Natural Snow Depth,2017 Natural Snow Depth,2017 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2016 Natural Snow Depth,2016 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2015 Natural Snow Depth,2015 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2014  Natural Snow Depth,2014 Average depth in snow-making area (10 ha),,2013 Natural Snow Depth,2013 Average depth in snow-making area (10 ha),,2012 Natural Snow Depth,2012 Average depth in snow-making area (10 ha),,2011 Natural Snow Depth,2011 Average depth in snow-making area (10 ha),,2010 Natural Snow Depth,2010 Average depth in snow-making area (10 ha),,2009 Natural Snow Depth,2009 Average depth in snow-making area (10 ha),,2008 Natural Snow Depth,2008 Average depth in snow-making area (10 ha),,2007 Natural Snow Depth,2007 Average depth in snow-making area (10 ha),BLANK,2006 Natural Snow Depth,2006 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2005,BLANK,BLANK,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Aug,7/8,7-Aug,47.40,38,21,37,,2,15,+,88,91,,38,66,,1,3,,19,53,+,11,15,+,46,51,,10,10,,54,55,+,115,115,,10,25,,20,,,62,58,10,15,42,7,62,20,27,145,39,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Aug,8/8,,46.90,38,32,48,,2,15,+,85,87,,25,50,,10,12,,18,53,+,12,15,+,46,53,,14,17,,57,57,+,110,110,,8,30,,20,,,62,56,8,22,37,7,57,28,40,145,46,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Aug,9/8,,45.70,37,37,53,,2,13,+,85,87,,20,45,,10,12,,28,60,+,10,15,,46,53,,14,17,,62,60,+,95,95,,8,30,,18,,,60,68,7,22,25,7,56,37,55,150,56,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug,10/8,,43.90,36,36,51,,2,12,+,85,87,,17,42,,8,12,,38,60,+,10,13,,46,55,,14,18,,62,60,+,80,80,,10,30,,22,,,64,78,7,18,35,3,56,37,55,150,57,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug,11/8,,45.60,37,35,50,,8,20,+,85,87,,27,62,,5,7,,38,60,+,10,13,,46,55,,12,18,,64,64,+,70,70,,10,30,,35,,,60,78,7,14,35,0,55,34,30,150,57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug,12/8,,44.70,35,30,45,,8,20,+,80,82,,27,65,,5,7,,38,60,+,7,12,,50,59,,10,14,,67,67,+,61,61,,9,30,,45,,,60,73,8,8,38,0,48,46,25,145,57,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug,13/8,,45.90,37,23,38,,6,18,+,80,82,,27,65,,12,12,+,38,60,+,7,14,,46,55,,8,12,,72,72,+,69,69,,9,30,,42,,,56,59,28,8,36,4,48,42,18,140,60,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Aug,14/8,14-Aug,45.90,37,19,34,,4,16,+,80,82,,27,65,,5,8,,37,59,+,7,14,,46,55,,8,12,,76,72,+,76,76,,8,30,,36,,,61,40,30,8,40,19,43,41,11,135,66,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Aug,15/8,,45.20,36,17,32,,2,12,+,72,75,,24,60,,10,13,,37,59,+,7,14,,43,55,,8,12,,76,76,+,76,76,,8,30,,33,,,61,45,34,6,44,26,41,43,15,133,69,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Aug,16/8,,44.00,35,13,28,,1,11,+,72,75,,22,58,,10,13,,39,61,+,7,14,,37,44,,8,12,,76,76,+,76,76,,5,25,,43,,,84,46,34,3,50,26,43,40,15,126,69,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Aug,17/8,,46.00,37,9,24,,1,10,+,73,75,,18,54,,7,10,,39,61,+,7,15,,51,59,,8,12,,88,88,+,76,76,,5,25,,40,,,84,46,34,3,51,24,43,35,15,121,69,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Aug,18/8,,44.70,36,8,22,,1,6,+,73,75,,15,50,,10,12,,42,64,+,5,12,,51,59,,4,8,,90,90,+,71,71,,9,25,,40,,,84,50,30,8,50,20,46,35,17,112,70,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
