MOUNT BAW BAW,,,,,"SNOW DEPTHS - NATURAL FROM 1993, SNOW-MAKING FROM 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Daily data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Day,,10 Year Average Snow Making Depth,10 Year Average Natural Snow Depth,2017 Natural Snow Depth,2017 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2016 Natural Snow Depth,2016 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2015 Natural Snow Depth,2015 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2014  Natural Snow Depth,2014 Average depth in snow-making area (10 ha),,2013 Natural Snow Depth,2013 Average depth in snow-making area (10 ha),,2012 Natural Snow Depth,2012 Average depth in snow-making area (10 ha),,2011 Natural Snow Depth,2011 Average depth in snow-making area (10 ha),,2010 Natural Snow Depth,2010 Average depth in snow-making area (10 ha),,2009 Natural Snow Depth,2009 Average depth in snow-making area (10 ha),,2008 Natural Snow Depth,2008 Average depth in snow-making area (10 ha),,2007 Natural Snow Depth,2007 Average depth in snow-making area (10 ha),BLANK,2006 Natural Snow Depth,2006 Average depth in snow-making area (10 ha),+ means that snowmaking depth is = or > than natural snow depth,2005,BLANK,BLANK,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Aug,19/8,,43.20,35,21,34,,1,5,+,73,75,,12,48,,5,9,,42,64,+,4,11,,52,60,,0,0,,95,95,+,65,65,,9,25,,30,,,84,50,30,17,50,20,43,40,32,105,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Aug,20/8,,44.80,35,33,44,,1,3,+,73,75,,12,55,,10,20,,42,64,+,4,11,,57,65,,0,0,,95,95,+,60,60,,9,25,,22,,,82,50,30,10,50,18,42,37,37,100,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Aug,21/8,21-Aug,46.10,36,35,45,,1,3,+,73,75,,10,53,,22,32,,40,62,+,4,13,,59,68,,0,0,,95,95,+,60,60,,5,20,,18,,,80,50,28,22,48,19,41,34,43,95,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Aug,22/8,,47.20,37,37,47,,7,10,+,55,60,,10,53,,23,33,,35,57,+,4,13,,64,73,,0,0,,113,113,+,60,60,,0,20,,30,,,80,50,26,42,45,15,30,33,40,85,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Aug,23/8,,45.80,36,33,43,,5,10,+,50,55,,8,50,,23,33,,30,52,+,3,5,,64,73,,0,0,,120,120,+,60,60,,0,20,,25,,,65,47,26,60,47,15,25,30,42,83,57,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Aug,24/8,,44.60,35,30,40,,3,10,+,45,50,,7,47,,14,24,,35,57,+,3,5,,64,73,,0,0,,120,120,+,60,60,,0,20,,20,,,60,40,26,60,47,10,22,50,32,83,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Aug,25/8,,45.90,36,30,40,,3,10,+,40,45,,7,47,,11,20,,35,57,+,3,5,,74,84,,21,21,,118,120,+,50,50,,1,20,,20,,,55,40,26,60,55,8,21,60,32,78,63,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Aug,26/8,,46.20,38,34,44,,12,18,+,35,40,,7,40,,10,18,,38,60,+,0,0,,84,94,,24,24,,118,118,+,50,50,,0,20,,18,,,50,46,26,60,58,5,20,77,15,69,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Aug,27/8,,46.60,37,43,53,,13,18,+,32,37,,7,40,,5,16,,38,60,+,0,0,,96,105,,22,22,,115,118,+,40,50,,0,15,,16,,,45,50,26,60,57,3,20,63,12,73,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Aug,28/8,28-Aug,45.50,37,47,60,,11,16,+,47,52,,7,38,,5,10,,36,63,+,0,0,,104,113,,10,10,,118,118,+,35,35,,0,15,,16,,,42,50,24,42,55,2,18,63,10,68,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Aug,29/8,,44.70,36,45,63,,9,14,+,47,52,,5,35,,5,10,,33,60,+,0,0,,104,113,,10,10,,116,118,+,35,35,,0,13,,16,,,40,47,20,38,56,2,15,63,8,63,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Aug,30/8,,42.60,35,44,64,,7,12,+,47,52,,3,32,,3,8,,33,60,+,0,0,,102,109,,8,8,,110,110,+,35,35,,0,10,,13,,,38,40,15,35,56,0,14,60,5,63,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Aug,31/8,,40.50,33,44,64,,3,6,+,45,50,,2,29,,1,5,,43,70,+,0,0,,102,109,,6,6,,95,95,+,32,35,,0,10,,5,,,35,47,14,35,56,0,14,60,5,60,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Sep,1/9,,40.80,34,41,64,,1,3,+,43,48,,2,29,,0,4,,58,85,+,0,0,,98,105,,6,6,,98,98,+,30,30,,0,10,,3,,,35,52,13,20,56,0,14,42,5,70,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Sep,2/9,,39.50,32,40,64,,0,0,+,41,46,,7,34,,0,4,,58,89,+,0,0,,94,100,,0,0,,92,92,+,30,30,,0,5,,1,,,32,55,12,15,50,0,14,40,5,68,28,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Sep,3/9,,38.60,32,38,62,,0,0,+,41,46,,7,34,,,0,,58,89,+,0,0,,90,95,,0,0,,92,92,+,30,30,,0,5,,0,,,30,60,10,10,50,0,12,35,12,65,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Sep,4/9,4-Sep,37.60,31,37,61,,0,0,+,40,45,,7,34,,,,,50,81,+,0,0,,85,90,,0,0,,92,92,+,34,34,,0,5,,0,,,30,60,5,10,47,0,10,31,11,66,18,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Sep,5/9,,32.90,26,42,66,,0,0,+,39,44,,4,30,,,,,43,74,+,0,0,,50,55,,0,0,,92,92,+,34,34,,0,0,,0,,,30,56,5,9,48,1,10,35,10,87,14,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Sep,6/9,,31.90,25,52,76,,0,0,+,37,42,,4,28,,,,,33,64,+,0,0,,55,60,,3,3,,92,92,+,30,30,,0,0,,0,,,29,50,5,8,48,0,10,28,12,107,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Sep,7/9,,32.00,26,56,80,,0,0,+,37,42,,3,26,,,,,40,70,+,0,0,,55,60,,0,0,,90,92,+,30,30,,0,0,,0,,,28,50,5,8,48,0,10,28,13,110,10,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Sep,8/9,,33.90,27,66,31,,0,0,+,47,52,,3,26,,,,,50,80,+,1,0,,52,60,,0,0,,91,91,+,30,30,,0,0,,0,,,25,42,5,3,38,0,3,28,12,107,10,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Sep,9/9,,30.50,26,71,65,,0,0,+,47,52,,,,,,,,45,75,+,1,0,,52,60,,0,0,,88,88,+,30,30,,6,6,,0,,,20,38,5,3,36,0,3,21,13,108,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Sep,10/9,,30.20,26,72,97,,0,0,+,45,50,,,,,,,,35,65,+,13,13,,48,54,,0,0,,88,90,+,30,30,,6,6,,0,,,20,35,5,3,38,0,0,19,14,105,0,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Sep,11/9,11-Sep,29.30,25,72,97,,0,0,+,45,50,,,,,,,,32,62,+,13,13,,50,58,,0,0,,85,85,+,25,25,,10,10,,0,,,18,30,5,3,32,0,0,16,30,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Sep,12/9,,27.80,24,70,95,,0,0,+,45,50,,,,,,,,27,57,+,15,15,,50,58,,0,0,,82,82,+,16,16,,8,8,,0,,,51,28,5,1,42,0,0,12,32,96,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Sep,13/9,,27.00,23,59,84,,0,0,+,42,47,,,,,,,,27,57,+,15,15,,48,56,,0,0,,80,80,+,15,15,,0,8,,38,,,56,28,4,1,42,0,0,12,35,92,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Sep,14/9,,25.00,21,65,87,,0,0,+,40,45,,,,,,,,27,57,+,12,12,,44,52,,0,0,,70,70,+,14,14,,0,0,,38,,,45,35,4,1,30,0,0,12,46,86,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Sep,15/9,,24.10,20,63,80,,0,0,+,39,43,,,,,,,,27,57,+,10,10,,40,48,,0,0,,70,70,+,13,13,,0,0,,30,,,40,52,4,1,28,0,7,10,69,80,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Sep,16/9,,21.70,18,60,75,,0,0,+,36,40,,,,,,,,22,52,+,9,9,,41,49,,0,0,,55,55,+,12,12,,0,0,,34,,,42,59,4,1,27,0,15,0,71,78,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Sep,17/9,,17.60,16,60,75,,0,0,+,32,38,,,,,,,,0,0,+,8,8,,45,53,,0,0,,62,62,+,15,15,,0,0,,,,,38,55,4,1,22,3,15,0,38,70,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Sep,18/9,18-Sep,17.80,16,60,75,,0,0,+,29,37,,,,,,,,0,0,+,8,8,,50,58,,0,0,,60,60,+,15,15,,0,0,,38,,,32,45,3,1,20,5,5,0,20,66,13,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Sep,19/9,,14.70,14,58,74,,0,0,+,27,34,,,,,,,,0,0,+,0,0,,40,45,,0,0,,58,58,+,10,10,,0,0,,40,,,30,42,2,1,20,5,0,0,18,57,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Sep,20/9,,14.00,13,57,73,,0,0,+,23,31,,,,,,,,0,0,+,0,0,,39,44,,0,0,,55,55,+,10,10,,0,0,,,,,27,42,3,1,20,5,0,0,15,48,34,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Sep,21/9,,12.90,12,53,65,,0,0,+,20,28,,,,,,,,0,0,+,0,0,,36,41,,0,0,,50,50,+,10,10,,0,0,,,,,24,42,3,1,20,0,0,0,18,45,45,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Sep,22/9,,12.10,11,43,53,,0,0,+,25,33,,,,,,,,0,0,+,0,0,,33,38,,0,0,,40,40,+,10,10,,0,0,,,,,20,32,2,0,20,0,0,0,30,36,45,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Sep,23/9,,10.80,9,37,47,,0,0,+,27,37,,,,,,,,0,0,+,0,0,,30,35,,0,0,,25,26,+,10,10,,0,0,,,,,16,32,2,0,15,0,0,0,30,36,40,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Sep,24/9,,10.90,9,30,40,,0,0,+,23,35,,,,,,,,0,0,+,0,0,,29,34,,,,,30,30,+,10,10,,0,0,,18,,,13,22,2,0,15,0,3,0,28,20,37,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Sep,25/9,25-Sep,9.30,8,20,30,,0,0,+,23,35,,,,,,,,0,0,+,0,0,,28,33,,,,,25,25,+,0,0,,0,0,,0,,,13,15,2,0,35,0,,0,20,21,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Sep,26/9,,8.20,7,16,26,,0,0,+,18,30,,,,,,,,0,0,+,0,0,,27,32,,,,,20,20,+,0,0,,0,0,,0,,,13,0,0,0,35,0,,0,21,21,40,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Sep,27/9,,7.90,6,12,23,,0,0,+,17,27,,,,,,,,0,0,+,0,0,,27,32,,,,,20,20,+,0,0,,0,0,,0,,,10,5,0,0,20,0,,0,21,20,65,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Sep,28/9,,4.50,4,10,17,,0,0,+,,,,,,,,,,0,0,+,0,0,,25,30,,,,,15,15,+,0,0,,0,0,,0,,,10,10,0,0,15,0,,0,24,20,93,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Sep,29/9,,4.20,4,10,15,,0,0,+,,,,,,,,,,0,0,+,0,0,,25,30,,,,,12,12,+,0,0,,0,0,,0,,,10,13,0,0,10,0,,0,15,16,95,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Sep,30/9,,4.50,4,10,15,,,,,,,,,,,,,,0,0,+,3,0,,25,30,,,,,15,15,+,0,0,,0,0,,0,,,2,20,0,0,,0,,0,10,12,97,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Oct,1/10,,4.40,5,7,12,,,,,,,,,,,,,,0,0,+,8,0,,27,32,,,,,12,12,+,0,0,,0,0,,0,,,1,15,0,,,0,,0,0,8,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Oct,2/10,2-Oct,4.20,4,6,11,,,,,,,,,,,,,,0,0,+,5,0,,27,32,,,,,10,10,+,,,,0,0,,0,,,0,7,,,,0,,0,0,0,98,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Oct,3/10,,3.70,3,6,11,,,,,,,,,,,,,,0,0,+,,,,23,27,,,,,10,10,+,,,,0,0,,,,,0,,,,,0,,0,0,0,90,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Oct,4/10,,0.00,0,6,11,,,,,,,,,,,,,,0,0,+,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,7,0,0,75,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Oct,5/10,,0.00,0,6,11,,,,,,,,,,,,,,0,0,+,,,,,,,,,,0,0,,,,,0,0,,,,,,,,,,,,7,0,0,70,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Oct,6/10,,0.00,0,6,11,,,,,,,,,,,,,,0,0,+,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,0,60,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Oct,7/10,,0.00,0,6,11,,,,,,,,,,,,,,0,0,+,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,0,0,0,55,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Oct,8/10,,0.00,0,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Oct,9/10,9-Oct,0.00,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Av Snow Depth Natural,,,,,20.13621159,,,6,,,31,,,26,,,5,,,18,,,14,,,34,,,12,,,43,,,52,,,3,,,14,,,39,28,16,9,38,4,37,19,14,55,25,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Av Snow Depth S'making,,,,,,34.02123268,,,12,,,46,,,48,,,10,,,37,,,17,,,39,,,14,,,42,,,53,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
