MOUNT BULLER,,,,,"SNOW DEPTHS - NATURAL FROM 1993, SNOW-MAKING FROM 2006",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,Daily data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Day,,10 Year Average Snow Making Depth,10 Year Average Natural Snow Depth,2017 Natural Snow Depth,2017 Average depth in snow-making area (61 ha),+ means that snowmaking depth is = or > than natural snow depth,2016 Natural Snow Depth,2016 Average depth in snow-making area (61 ha),+ means that snowmaking depth is = or > than natural snow depth,2015 Natural Snow Depth,2015 Average depth in snow-making area (61 ha),+ means that snowmaking depth is = or > than natural snow depth,2014 Natural Snow Depth,2014 Average depth in snow-making area (61 ha),,2013 Natural Snow Depth,2013 Average depth in snow-making area (61 ha),,2012 Natural Snow Depth,2012 Average depth in snow-making area (100 ha),,2011 Natural Snow Depth,2011 Average depth in snow-making area (100 ha),,2010 Natural Snow Depth,2010 Average depth in snow-making area (61 ha),,2009 Natural Snow Depth,2009 Average depth in snow-making area (61 ha),,2008 Natural Snow Depth,2008 Average depth in snow-making area (61 ha),BLANK,2007 Natural Snow Depth,2007 Average depth in snow-making area (61 ha),BLANK,2006 Natural Snow Depth,2006 Average depth in snow-making area (61 ha),,2005,BLANK,BLANK,2004,2003,2002,2001,2000,1999,1998,1997,1996,1995,1994,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Aug,3/8,,94.00,60,59,79,,60,95,+,47,75,,96,122,,15,39,,35,79,+,56,105,+,51,88,,73,105,,81,128,,82,104,,22,52,,30,,,123,75,71,10,101,42,56,18,65,155,50,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Aug,4/8,,95.70,61,64,84,,60,95,+,53,81,,96,122,,27,50,,35,79,+,51,105,+,51,87,,73,105,,82,129,,82,104,,27,52,,28,,,143,72,73,10,96,42,56,18,73,152,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Aug,5/8,,94.50,59,72,89,,60,95,+,56,84,,96,122,,9,33,,39,84,+,36,93,+,50,88,,73,105,,82,129,,87,112,,27,52,,35,,,155,70,73,18,95,42,56,18,80,157,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Aug,6/8,,96.10,61,78,93,,58,95,+,61,88,,96,122,,32,55,,41,85,+,25,82,+,50,88,,74,105,,81,129,,87,112,,27,52,,35,,,155,70,73,20,91,42,52,18,82,157,51,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Aug,7/8,7-Aug,97.00,61,97,115,,58,97,+,61,88,,96,122,,31,50,,43,90,+,31,90,+,51,89,,72,103,,81,129,,87,112,,27,52,,30,,,159,71,70,20,91,41,52,16,100,165,54,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Aug,8/8,,99.90,64,110,130,,57,97,+,61,88,,96,122,,53,72,,43,90,+,32,92,+,51,90,,75,106,,81,130,,87,112,,26,52,,32,,,159,75,68,28,85,35,45,40,105,165,54,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Aug,9/8,,101.60,65,112,132,,57,97,+,61,88,,90,116,,53,72,,54,100,+,36,97,+,51,90,,75,106,,90,143,,82,107,,25,52,,33,,,161,77,68,30,81,35,43,47,109,165,56,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Aug,10/8,,101.90,65,106,131,,53,95,+,61,88,,90,116,,46,70,,59,105,+,39,99,+,50,90,,75,106,,93,145,,80,105,,25,53,,53,,,161,77,68,30,85,52,42,47,107,165,56,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Aug,11/8,,103.90,68,102,130,,57,100,+,67,93,,93,118,,46,70,,59,105,+,44,99,+,55,95,,75,106,,110,150,,78,103,,25,53,,56,,,162,79,65,30,88,52,40,47,105,165,56,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Aug,12/8,,105.20,68,101,129,,55,100,+,67,93,,93,120,,43,65,,59,105,+,42,103,+,63,100,,75,106,,110,160,,73,100,,25,55,,58,,,164,80,65,25,90,52,38,54,103,165,55,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Aug,13/8,,107.80,71,100,129,,62,108,+,76,98,,93,120,,51,77,,59,105,+,37,103,+,65,100,,73,104,,115,160,,75,103,,24,54,,62,,,164,77,80,23,90,60,38,54,99,157,60,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
